Year,State,Region,District,County,Condition,Population,Cases,"Rate per 100,000"
2016,Virginia,Northern,Fairfax,Fairfax (city),Tuberculosis,24164,2,8.3
2016,Virginia,Northern,Fairfax,Falls Church (city),"Hepatitis B, chronic",14014,9,64.2
2016,Virginia,Northern,Fairfax,Falls Church (city),"Hepatitis C, chronic",14014,17,121.3
2016,Virginia,Northern,Fairfax,Falls Church (city),Shigellosis,14014,1,7.1
2016,Virginia,Northern,Loudoun,Loudoun,Amebiasis,385945,4,1
2016,Virginia,Northern,Loudoun,Loudoun,Anaplasma/Ehrlichiosis,385945,2,0.5
2016,Virginia,Northern,Loudoun,Loudoun,Campylobacteriosis,385945,101,26.2
2016,Virginia,Northern,Loudoun,Loudoun,Chikungunya,385945,1,0.3
2016,Virginia,Northern,Loudoun,Loudoun,Cryptosporidiosis,385945,11,2.9
2016,Virginia,Northern,Loudoun,Loudoun,Dengue,385945,2,0.5
2016,Virginia,Northern,Loudoun,Loudoun,"Escherichia coli infection, Shiga Toxin-Producing",385945,7,1.8
2016,Virginia,Northern,Loudoun,Loudoun,Giardiasis,385945,29,7.5
2016,Virginia,Northern,Loudoun,Loudoun,"Haemophilus influenzae, invasive",385945,4,1
2016,Virginia,Northern,Loudoun,Loudoun,Hepatitis A,385945,22,5.7
2016,Virginia,Northern,Loudoun,Loudoun,"Hepatitis B, chronic",385945,103,26.7
2016,Virginia,Northern,Loudoun,Loudoun,"Hepatitis C, acute",385945,4,1
2016,Virginia,Northern,Loudoun,Loudoun,"Hepatitis C, chronic",385945,210,54.4
2016,Virginia,Northern,Loudoun,Loudoun,"Lead, elevated levels",385945,29,7.5
2016,Virginia,Northern,Loudoun,Loudoun,Legionellosis,385945,1,0.3
2016,Virginia,Northern,Loudoun,Loudoun,Listeriosis,385945,1,0.3
2016,Virginia,Northern,Loudoun,Loudoun,Lyme disease,385945,179,46.4
2016,Virginia,Northern,Loudoun,Loudoun,Malaria,385945,7,1.8
2016,Virginia,Northern,Loudoun,Loudoun,Meningococcal disease,385945,2,0.5
2016,Virginia,Northern,Loudoun,Loudoun,Mumps,385945,1,0.3
2016,Virginia,Northern,Loudoun,Loudoun,Pertussis,385945,3,0.8
2016,Virginia,Northern,Loudoun,Loudoun,Salmonellosis,385945,57,14.8
2016,Virginia,Northern,Loudoun,Loudoun,Shigellosis,385945,4,1
2016,Virginia,Northern,Loudoun,Loudoun,Spotted Fever Rickettsiosis (including RMSF),385945,13,3.4
2016,Virginia,Northern,Loudoun,Loudoun,"Streptococcus, Group A, invasive",385945,9,2.3
2016,Virginia,Northern,Loudoun,Loudoun,Tuberculosis,385945,14,3.6
2016,Virginia,Northern,Loudoun,Loudoun,Varicella (Chickenpox),385945,16,4.1
2016,Virginia,Northern,Loudoun,Loudoun,"Vibriosis, non-cholera",385945,2,0.5
2016,Virginia,Northern,Prince William,Manassas (city),Campylobacteriosis,41483,7,16.9
2016,Virginia,Northern,Prince William,Manassas (city),Cryptosporidiosis,41483,4,9.6
2016,Virginia,Northern,Prince William,Manassas (city),"Escherichia coli infection, Shiga Toxin-Producing",41483,4,9.6
2016,Virginia,Northern,Prince William,Manassas (city),"Hepatitis B, chronic",41483,16,38.6
2016,Virginia,Northern,Prince William,Manassas (city),"Hepatitis C, acute",41483,1,2.4
2016,Virginia,Northern,Prince William,Manassas (city),"Hepatitis C, chronic",41483,53,127.8
2016,Virginia,Northern,Prince William,Manassas (city),"Lead, elevated levels",41483,6,14.5
2016,Virginia,Northern,Prince William,Manassas (city),Lyme disease,41483,5,12.1
2016,Virginia,Northern,Prince William,Manassas (city),Malaria,41483,1,2.4
2016,Virginia,Northern,Prince William,Manassas (city),Meningococcal disease,41483,1,2.4
2016,Virginia,Northern,Prince William,Manassas (city),Salmonellosis,41483,5,12.1
2016,Virginia,Northern,Prince William,Manassas (city),Shigellosis,41483,1,2.4
2016,Virginia,Northern,Prince William,Manassas (city),Tuberculosis,41483,1,2.4
2016,Virginia,Northern,Prince William,Manassas (city),Varicella (Chickenpox),41483,2,4.8
2016,Virginia,Northern,Prince William,Manassas Park (city),Campylobacteriosis,15915,2,12.6
2016,Virginia,Northern,Prince William,Manassas Park (city),Chikungunya,15915,1,6.3
2016,Virginia,Northern,Prince William,Manassas Park (city),Cryptosporidiosis,15915,1,6.3
2016,Virginia,Northern,Prince William,Manassas Park (city),Giardiasis,15915,1,6.3
2016,Virginia,Northern,Prince William,Manassas Park (city),"Hepatitis B, chronic",15915,2,12.6
2016,Virginia,Northern,Prince William,Manassas Park (city),"Hepatitis C, chronic",15915,7,44
2016,Virginia,Northern,Prince William,Manassas Park (city),"Lead, elevated levels",15915,3,18.9
2016,Virginia,Northern,Prince William,Manassas Park (city),Lyme disease,15915,2,12.6
2016,Virginia,Northern,Prince William,Manassas Park (city),Malaria,15915,1,6.3
2016,Virginia,Northern,Prince William,Manassas Park (city),Salmonellosis,15915,1,6.3
2016,Virginia,Northern,Prince William,Manassas Park (city),Shigellosis,15915,1,6.3
2016,Virginia,Northern,Prince William,Prince William,Amebiasis,455210,6,1.3
2016,Virginia,Northern,Prince William,Prince William,Anaplasma/Ehrlichiosis,455210,3,0.7
2016,Virginia,Northern,Prince William,Prince William,Campylobacteriosis,455210,57,12.5
2016,Virginia,Northern,Prince William,Prince William,Cryptosporidiosis,455210,5,1.1
2016,Virginia,Northern,Prince William,Prince William,Dengue,455210,1,0.2
2016,Virginia,Northern,Prince William,Prince William,"Escherichia coli infection, Shiga Toxin-Producing",455210,8,1.8
2016,Virginia,Northern,Prince William,Prince William,Giardiasis,455210,20,4.4
2016,Virginia,Northern,Prince William,Prince William,"Haemophilus influenzae, invasive",455210,5,1.1
2016,Virginia,Northern,Prince William,Prince William,Hemolytic uremic syndrome,455210,1,0.2
2016,Virginia,Northern,Prince William,Prince William,Hepatitis A,455210,26,5.7
2016,Virginia,Northern,Prince William,Prince William,"Hepatitis B, chronic",455210,157,34.5
2016,Virginia,Northern,Prince William,Prince William,"Hepatitis C, chronic",455210,367,80.6
2016,Virginia,Northern,Prince William,Prince William,"Lead, elevated levels",455210,87,19.1
2016,Virginia,Northern,Prince William,Prince William,Legionellosis,455210,8,1.8
2016,Virginia,Northern,Prince William,Prince William,Leprosy,455210,1,0.2
2016,Virginia,Northern,Prince William,Prince William,Listeriosis,455210,1,0.2
2016,Virginia,Northern,Prince William,Prince William,Lyme disease,455210,55,12.1
2016,Virginia,Northern,Prince William,Prince William,Malaria,455210,8,1.8
2016,Virginia,Northern,Prince William,Prince William,Mumps,455210,3,0.7
2016,Virginia,Northern,Prince William,Prince William,Pertussis,455210,3,0.7
2016,Virginia,Northern,Prince William,Prince William,Salmonellosis,455210,53,11.6
2016,Virginia,Northern,Prince William,Prince William,Shigellosis,455210,6,1.3
2016,Virginia,Northern,Prince William,Prince William,Spotted Fever Rickettsiosis (including RMSF),455210,9,2
2016,Virginia,Northern,Prince William,Prince William,"Streptococcus, Group A, invasive",455210,7,1.5
2016,Virginia,Northern,Prince William,Prince William,Tuberculosis,455210,15,3.3
2016,Virginia,Northern,Prince William,Prince William,Typhoid fever (Salmonella typhi),455210,3,0.7
2016,Virginia,Northern,Prince William,Prince William,Varicella (Chickenpox),455210,28,6.2
2016,Virginia,Northern,Prince William,Prince William,West Nile infection,455210,2,0.4
2016,Virginia,Northern,Prince William,Prince William,Yersiniosis,455210,1,0.2
2016,Virginia,Northwestern,Central Shenandoah,Augusta,Campylobacteriosis,74997,28,37.3
2016,Virginia,Northwestern,Central Shenandoah,Augusta,Cryptosporidiosis,74997,4,5.3
2016,Virginia,Northwestern,Central Shenandoah,Augusta,Cyclosporiosis,74997,2,2.7
2016,Virginia,Northwestern,Central Shenandoah,Augusta,"Escherichia coli infection, Shiga Toxin-Producing",74997,5,6.7
2016,Virginia,Northwestern,Central Shenandoah,Augusta,Giardiasis,74997,5,6.7
2016,Virginia,Northwestern,Central Shenandoah,Augusta,"Haemophilus influenzae, invasive",74997,1,1.3
2016,Virginia,Northwestern,Central Shenandoah,Augusta,Hepatitis A,74997,12,16
2016,Virginia,Northwestern,Central Shenandoah,Augusta,"Hepatitis B, chronic",74997,3,4
2016,Virginia,Northwestern,Central Shenandoah,Augusta,"Hepatitis C, chronic",74997,93,124
2016,Virginia,Northwestern,Central Shenandoah,Augusta,"Lead, elevated levels",74997,6,8
2016,Virginia,Northwestern,Central Shenandoah,Augusta,Legionellosis,74997,3,4
2016,Virginia,Northwestern,Central Shenandoah,Augusta,Listeriosis,74997,1,1.3
2016,Virginia,Northwestern,Central Shenandoah,Augusta,Lyme disease,74997,15,20
2016,Virginia,Northwestern,Central Shenandoah,Augusta,Salmonellosis,74997,8,10.7
2016,Virginia,Northwestern,Central Shenandoah,Augusta,Spotted Fever Rickettsiosis (including RMSF),74997,3,4
2016,Virginia,Northwestern,Central Shenandoah,Augusta,"Streptococcus, Group A, invasive",74997,4,5.3
2016,Virginia,Northwestern,Central Shenandoah,Augusta,Tuberculosis,74997,2,2.7
2016,Virginia,Northwestern,Central Shenandoah,Bath,Campylobacteriosis,4476,2,44.7
2016,Virginia,Northwestern,Central Shenandoah,Bath,"Escherichia coli infection, Shiga Toxin-Producing",4476,1,22.3
2016,Virginia,Northwestern,Central Shenandoah,Bath,Hepatitis A,4476,1,22.3
2016,Virginia,Northwestern,Central Shenandoah,Bath,"Hepatitis C, chronic",4476,9,201.1
2016,Virginia,Northwestern,Central Shenandoah,Bath,Salmonellosis,4476,1,22.3
2016,Virginia,Northwestern,Central Shenandoah,Buena Vista (city),Campylobacteriosis,6452,2,31
2016,Virginia,Northwestern,Central Shenandoah,Buena Vista (city),"Hepatitis C, chronic",6452,6,93
2016,Virginia,Northwestern,Central Shenandoah,Buena Vista (city),"Lead, elevated levels",6452,1,15.5
2016,Virginia,Northwestern,Central Shenandoah,Buena Vista (city),Pertussis,6452,4,62
2016,Virginia,Northwestern,Central Shenandoah,Buena Vista (city),"Streptococcus, Group A, invasive",6452,1,15.5
2016,Virginia,Northwestern,Central Shenandoah,Harrisonburg (city),Amebiasis,53078,1,1.9
2016,Virginia,Northwestern,Central Shenandoah,Harrisonburg (city),Campylobacteriosis,53078,23,43.3
2016,Virginia,Northwestern,Central Shenandoah,Harrisonburg (city),Giardiasis,53078,2,3.8
2016,Virginia,Northwestern,Central Shenandoah,Harrisonburg (city),Hepatitis A,53078,1,1.9
2016,Virginia,Northwestern,Central Shenandoah,Harrisonburg (city),"Hepatitis B, chronic",53078,15,28.3
2016,Virginia,Northwestern,Central Shenandoah,Harrisonburg (city),"Hepatitis C, acute",53078,1,1.9
2016,Virginia,Northwestern,Central Shenandoah,Harrisonburg (city),"Hepatitis C, chronic",53078,45,84.8
2016,Virginia,Northwestern,Central Shenandoah,Harrisonburg (city),"Lead, elevated levels",53078,4,7.5
2016,Virginia,Northwestern,Central Shenandoah,Harrisonburg (city),Legionellosis,53078,1,1.9
2016,Virginia,Northwestern,Central Shenandoah,Harrisonburg (city),Lyme disease,53078,1,1.9
2016,Virginia,Northwestern,Central Shenandoah,Harrisonburg (city),Malaria,53078,1,1.9
2016,Virginia,Northwestern,Central Shenandoah,Harrisonburg (city),Meningococcal disease,53078,1,1.9
2016,Virginia,Northwestern,Central Shenandoah,Harrisonburg (city),Pertussis,53078,2,3.8
2016,Virginia,Northwestern,Central Shenandoah,Harrisonburg (city),Salmonellosis,53078,5,9.4
2016,Virginia,Northwestern,Central Shenandoah,Harrisonburg (city),Shigellosis,53078,1,1.9
2016,Virginia,Northwestern,Central Shenandoah,Harrisonburg (city),"Streptococcus, Group A, invasive",53078,1,1.9
2016,Virginia,Northwestern,Central Shenandoah,Harrisonburg (city),Varicella (Chickenpox),53078,3,5.7
2016,Virginia,Northwestern,Central Shenandoah,Highland,Campylobacteriosis,2216,2,90.3
2016,Virginia,Northwestern,Central Shenandoah,Highland,Giardiasis,2216,1,45.1
2016,Virginia,Northwestern,Central Shenandoah,Highland,"Hepatitis C, chronic",2216,1,45.1
2016,Virginia,Northwestern,Central Shenandoah,Lexington (city),"Haemophilus influenzae, invasive",7045,1,14.2
2016,Virginia,Northwestern,Central Shenandoah,Lexington (city),"Hepatitis C, chronic",7045,2,28.4
2016,Virginia,Northwestern,Central Shenandoah,Lexington (city),Lyme disease,7045,1,14.2
2016,Virginia,Northwestern,Central Shenandoah,Lexington (city),Meningococcal disease,7045,1,14.2
2016,Virginia,Northwestern,Central Shenandoah,Lexington (city),Pertussis,7045,7,99.4
2016,Virginia,Northwestern,Central Shenandoah,Lexington (city),Salmonellosis,7045,2,28.4
2016,Virginia,Northwestern,Central Shenandoah,Lexington (city),"Vibriosis, non-cholera",7045,1,14.2
2016,Virginia,Northwestern,Central Shenandoah,Rockbridge,Anaplasma/Ehrlichiosis,22392,1,4.5
2016,Virginia,Northwestern,Central Shenandoah,Rockbridge,Campylobacteriosis,22392,8,35.7
2016,Virginia,Northwestern,Central Shenandoah,Rockbridge,"Escherichia coli infection, Shiga Toxin-Producing",22392,2,8.9
2016,Virginia,Northwestern,Central Shenandoah,Rockbridge,"Haemophilus influenzae, invasive",22392,1,4.5
2016,Virginia,Northwestern,Central Shenandoah,Rockbridge,Hepatitis A,22392,3,13.4
2016,Virginia,Northwestern,Central Shenandoah,Rockbridge,"Hepatitis B, chronic",22392,1,4.5
2016,Virginia,Northwestern,Central Shenandoah,Rockbridge,"Hepatitis C, chronic",22392,22,98.2
2016,Virginia,Northwestern,Central Shenandoah,Rockbridge,"Lead, elevated levels",22392,2,8.9
2016,Virginia,Northwestern,Central Shenandoah,Rockbridge,Lyme disease,22392,7,31.3
2016,Virginia,Northwestern,Central Shenandoah,Rockbridge,Pertussis,22392,5,22.3
2016,Virginia,Northwestern,Central Shenandoah,Rockbridge,Salmonellosis,22392,1,4.5
2016,Virginia,Northwestern,Central Shenandoah,Rockbridge,Spotted Fever Rickettsiosis (including RMSF),22392,1,4.5
2016,Virginia,Northwestern,Central Shenandoah,Rockbridge,"Streptococcus, Group A, invasive",22392,2,8.9
2016,Virginia,Northwestern,Central Shenandoah,Rockbridge,Varicella (Chickenpox),22392,1,4.5
2016,Virginia,Northwestern,Central Shenandoah,Rockingham,Anaplasma/Ehrlichiosis,79744,2,2.5
2016,Virginia,Northwestern,Central Shenandoah,Rockingham,Botulism,79744,1,1.3
2016,Virginia,Northwestern,Central Shenandoah,Rockingham,Campylobacteriosis,79744,96,120.4
2016,Virginia,Northwestern,Central Shenandoah,Rockingham,Cryptosporidiosis,79744,1,1.3
2016,Virginia,Northwestern,Central Shenandoah,Rockingham,"Escherichia coli infection, Shiga Toxin-Producing",79744,3,3.8
2016,Virginia,Northwestern,Central Shenandoah,Rockingham,Giardiasis,79744,3,3.8
2016,Virginia,Northwestern,Central Shenandoah,Rockingham,"Haemophilus influenzae, invasive",79744,3,3.8
2016,Virginia,Northwestern,Central Shenandoah,Rockingham,Hemolytic uremic syndrome,79744,1,1.3
2016,Virginia,Northwestern,Central Shenandoah,Rockingham,Hepatitis A,79744,2,2.5
2016,Virginia,Northwestern,Central Shenandoah,Rockingham,"Hepatitis B, acute",79744,1,1.3
2016,Virginia,Northwestern,Central Shenandoah,Rockingham,"Hepatitis B, chronic",79744,10,12.5
2016,Virginia,Northwestern,Central Shenandoah,Rockingham,"Hepatitis C, chronic",79744,65,81.5
2016,Virginia,Northwestern,Central Shenandoah,Rockingham,"Lead, elevated levels",79744,8,10
2016,Virginia,Northwestern,Central Shenandoah,Rockingham,Legionellosis,79744,3,3.8
2016,Virginia,Northwestern,Central Shenandoah,Rockingham,Listeriosis,79744,1,1.3
2016,Virginia,Northwestern,Central Shenandoah,Rockingham,Lyme disease,79744,12,15
2016,Virginia,Northwestern,Central Shenandoah,Rockingham,Pertussis,79744,7,8.8
2016,Virginia,Northwestern,Central Shenandoah,Rockingham,Salmonellosis,79744,9,11.3
2016,Virginia,Northwestern,Central Shenandoah,Rockingham,Spotted Fever Rickettsiosis (including RMSF),79744,1,1.3
2016,Virginia,Northwestern,Central Shenandoah,Rockingham,"Streptococcus, Group A, invasive",79744,3,3.8
2016,Virginia,Northwestern,Central Shenandoah,Rockingham,Tuberculosis,79744,2,2.5
2016,Virginia,Northwestern,Central Shenandoah,Rockingham,Varicella (Chickenpox),79744,6,7.5
2016,Virginia,Northwestern,Central Shenandoah,Rockingham,"Vibriosis, non-cholera",79744,1,1.3
2016,Virginia,Northwestern,Central Shenandoah,Rockingham,West Nile infection,79744,1,1.3
2016,Virginia,Northwestern,Central Shenandoah,Staunton (city),Campylobacteriosis,24363,9,36.9
2016,Virginia,Northwestern,Central Shenandoah,Staunton (city),Cryptosporidiosis,24363,3,12.3
2016,Virginia,Northwestern,Central Shenandoah,Staunton (city),"Escherichia coli infection, Shiga Toxin-Producing",24363,1,4.1
2016,Virginia,Northwestern,Central Shenandoah,Staunton (city),Hepatitis A,24363,6,24.6
2016,Virginia,Northwestern,Central Shenandoah,Staunton (city),"Hepatitis B, chronic",24363,1,4.1
2016,Virginia,Northwestern,Central Shenandoah,Staunton (city),"Hepatitis C, chronic",24363,43,176.5
2016,Virginia,Northwestern,Central Shenandoah,Staunton (city),"Lead, elevated levels",24363,2,8.2
2016,Virginia,Northwestern,Central Shenandoah,Staunton (city),Lyme disease,24363,8,32.8
2016,Virginia,Northwestern,Central Shenandoah,Staunton (city),Pertussis,24363,1,4.1
2016,Virginia,Northwestern,Central Shenandoah,Staunton (city),Salmonellosis,24363,6,24.6
2016,Virginia,Northwestern,Central Shenandoah,Staunton (city),"Streptococcus, Group A, invasive",24363,2,8.2
2016,Virginia,Northwestern,Central Shenandoah,Staunton (city),Varicella (Chickenpox),24363,4,16.4
2016,Virginia,Northwestern,Central Shenandoah,Waynesboro (city),Botulism,21887,1,4.6
2016,Virginia,Northwestern,Central Shenandoah,Waynesboro (city),Campylobacteriosis,21887,14,64
2016,Virginia,Northwestern,Central Shenandoah,Waynesboro (city),Cryptosporidiosis,21887,3,13.7
2016,Virginia,Northwestern,Central Shenandoah,Waynesboro (city),Giardiasis,21887,2,9.1
2016,Virginia,Northwestern,Central Shenandoah,Waynesboro (city),Hepatitis A,21887,1,4.6
2016,Virginia,Northwestern,Central Shenandoah,Waynesboro (city),"Hepatitis B, chronic",21887,4,18.3
2016,Virginia,Northwestern,Central Shenandoah,Waynesboro (city),"Hepatitis C, acute",21887,1,4.6
2016,Virginia,Northwestern,Central Shenandoah,Waynesboro (city),"Hepatitis C, chronic",21887,22,100.5
2016,Virginia,Northwestern,Central Shenandoah,Waynesboro (city),"Lead, elevated levels",21887,4,18.3
2016,Virginia,Northwestern,Central Shenandoah,Waynesboro (city),Lyme disease,21887,3,13.7
2016,Virginia,Northwestern,Central Shenandoah,Waynesboro (city),Pertussis,21887,1,4.6
2016,Virginia,Northwestern,Central Shenandoah,Waynesboro (city),Salmonellosis,21887,2,9.1
2016,Virginia,Northwestern,Central Shenandoah,Waynesboro (city),Shigellosis,21887,1,4.6
2016,Virginia,Northwestern,Central Shenandoah,Waynesboro (city),"Streptococcus, Group A, invasive",21887,1,4.6
2016,Virginia,Northwestern,Lord Fairfax,Clarke,Campylobacteriosis,14374,2,13.9
2016,Virginia,Northwestern,Lord Fairfax,Clarke,Cryptosporidiosis,14374,1,7
2016,Virginia,Northwestern,Lord Fairfax,Clarke,"Escherichia coli infection, Shiga Toxin-Producing",14374,1,7
2016,Virginia,Northwestern,Lord Fairfax,Clarke,"Hepatitis B, chronic",14374,1,7
2016,Virginia,Northwestern,Lord Fairfax,Clarke,"Hepatitis C, acute",14374,2,13.9
2016,Virginia,Northwestern,Lord Fairfax,Clarke,"Hepatitis C, chronic",14374,16,111.3
2016,Virginia,Northwestern,Lord Fairfax,Clarke,"Lead, elevated levels",14374,1,7
2016,Virginia,Northwestern,Lord Fairfax,Clarke,Lyme disease,14374,14,97.4
2016,Virginia,Northwestern,Lord Fairfax,Clarke,Salmonellosis,14374,4,27.8
2016,Virginia,Northwestern,Lord Fairfax,Clarke,Yersiniosis,14374,1,7
2016,Virginia,Northwestern,Lord Fairfax,Frederick,Campylobacteriosis,84421,21,24.9
2016,Virginia,Northwestern,Lord Fairfax,Frederick,Cryptosporidiosis,84421,5,5.9
2016,Virginia,Northwestern,Lord Fairfax,Frederick,"Escherichia coli infection, Shiga Toxin-Producing",84421,5,5.9
2016,Virginia,Northwestern,Lord Fairfax,Frederick,Giardiasis,84421,2,2.4
2016,Virginia,Northwestern,Lord Fairfax,Frederick,"Haemophilus influenzae, invasive",84421,1,1.2
2016,Virginia,Northwestern,Lord Fairfax,Frederick,"Hepatitis B, acute",84421,1,1.2
2016,Virginia,Northwestern,Lord Fairfax,Frederick,"Hepatitis B, chronic",84421,8,9.5
2016,Virginia,Northwestern,Lord Fairfax,Frederick,"Hepatitis C, acute",84421,1,1.2
2016,Virginia,Northwestern,Lord Fairfax,Frederick,"Hepatitis C, chronic",84421,134,158.7
2016,Virginia,Northwestern,Lord Fairfax,Frederick,"Lead, elevated levels",84421,1,1.2
2016,Virginia,Northwestern,Lord Fairfax,Frederick,Listeriosis,84421,1,1.2
2016,Virginia,Northwestern,Lord Fairfax,Frederick,Lyme disease,84421,41,48.6
2016,Virginia,Northwestern,Lord Fairfax,Frederick,Pertussis,84421,1,1.2
2016,Virginia,Northwestern,Lord Fairfax,Frederick,Salmonellosis,84421,11,13
2016,Virginia,Northwestern,Lord Fairfax,Frederick,Spotted Fever Rickettsiosis (including RMSF),84421,1,1.2
2016,Virginia,Northwestern,Lord Fairfax,Frederick,"Streptococcus, Group A, invasive",84421,2,2.4
2016,Virginia,Northwestern,Lord Fairfax,Frederick,"Toxic-shock syndrome, streptococcal",84421,1,1.2
2016,Virginia,Northwestern,Lord Fairfax,Frederick,Varicella (Chickenpox),84421,2,2.4
2016,Virginia,Northwestern,Lord Fairfax,Page,Campylobacteriosis,23654,13,55
2016,Virginia,Northwestern,Lord Fairfax,Page,Hepatitis A,23654,6,25.4
2016,Virginia,Northwestern,Lord Fairfax,Page,"Hepatitis B, chronic",23654,2,8.5
2016,Virginia,Northwestern,Lord Fairfax,Page,"Hepatitis C, chronic",23654,39,164.9
2016,Virginia,Northwestern,Lord Fairfax,Page,"Lead, elevated levels",23654,1,4.2
2016,Virginia,Northwestern,Lord Fairfax,Page,Lyme disease,23654,8,33.8
2016,Virginia,Northwestern,Lord Fairfax,Page,Pertussis,23654,1,4.2
2016,Virginia,Northwestern,Lord Fairfax,Page,Spotted Fever Rickettsiosis (including RMSF),23654,1,4.2
2016,Virginia,Northwestern,Lord Fairfax,Page,"Streptococcus, Group A, invasive",23654,1,4.2
2016,Virginia,Northwestern,Lord Fairfax,Shenandoah,Campylobacteriosis,43175,31,71.8
2016,Virginia,Northwestern,Lord Fairfax,Shenandoah,Cryptosporidiosis,43175,1,2.3
2016,Virginia,Northwestern,Lord Fairfax,Shenandoah,"Escherichia coli infection, Shiga Toxin-Producing",43175,2,4.6
2016,Virginia,Northwestern,Lord Fairfax,Shenandoah,Giardiasis,43175,1,2.3
2016,Virginia,Northwestern,Lord Fairfax,Shenandoah,"Haemophilus influenzae, invasive",43175,2,4.6
2016,Virginia,Northwestern,Lord Fairfax,Shenandoah,"Hepatitis B, chronic",43175,3,6.9
2016,Virginia,Northwestern,Lord Fairfax,Shenandoah,"Hepatitis C, chronic",43175,56,129.7
2016,Virginia,Northwestern,Lord Fairfax,Shenandoah,"Lead, elevated levels",43175,6,13.9
2016,Virginia,Northwestern,Lord Fairfax,Shenandoah,Lyme disease,43175,15,34.7
2016,Virginia,Northwestern,Lord Fairfax,Shenandoah,Salmonellosis,43175,8,18.5
2016,Virginia,Northwestern,Lord Fairfax,Shenandoah,Spotted Fever Rickettsiosis (including RMSF),43175,2,4.6
2016,Virginia,Northwestern,Lord Fairfax,Shenandoah,"Streptococcus, Group A, invasive",43175,2,4.6
2016,Virginia,Northwestern,Lord Fairfax,Warren,Anaplasma/Ehrlichiosis,39155,1,2.6
2016,Virginia,Northwestern,Lord Fairfax,Warren,Campylobacteriosis,39155,6,15.3
2016,Virginia,Northwestern,Lord Fairfax,Warren,Cryptosporidiosis,39155,1,2.6
2016,Virginia,Northwestern,Lord Fairfax,Warren,"Escherichia coli infection, Shiga Toxin-Producing",39155,2,5.1
2016,Virginia,Northwestern,Lord Fairfax,Warren,Giardiasis,39155,1,2.6
2016,Virginia,Northwestern,Lord Fairfax,Warren,"Haemophilus influenzae, invasive",39155,2,5.1
2016,Virginia,Northwestern,Lord Fairfax,Warren,Hepatitis A,39155,1,2.6
2016,Virginia,Northwestern,Lord Fairfax,Warren,"Hepatitis B, acute",39155,1,2.6
2016,Virginia,Northwestern,Lord Fairfax,Warren,"Hepatitis B, chronic",39155,3,7.7
2016,Virginia,Northwestern,Lord Fairfax,Warren,"Hepatitis C, acute",39155,3,7.7
2016,Virginia,Northwestern,Lord Fairfax,Warren,"Hepatitis C, chronic",39155,118,301.4
2016,Virginia,Northwestern,Lord Fairfax,Warren,Lyme disease,39155,22,56.2
2016,Virginia,Northwestern,Lord Fairfax,Warren,Salmonellosis,39155,10,25.5
2016,Virginia,Northwestern,Lord Fairfax,Warren,Spotted Fever Rickettsiosis (including RMSF),39155,2,5.1
2016,Virginia,Northwestern,Lord Fairfax,Warren,"Streptococcus, Group A, invasive",39155,2,5.1
2016,Virginia,Northwestern,Lord Fairfax,Winchester (city),Amebiasis,27516,1,3.6
2016,Virginia,Northwestern,Lord Fairfax,Winchester (city),Campylobacteriosis,27516,9,32.7
2016,Virginia,Northwestern,Lord Fairfax,Winchester (city),"Escherichia coli infection, Shiga Toxin-Producing",27516,2,7.3
2016,Virginia,Northwestern,Lord Fairfax,Winchester (city),Giardiasis,27516,1,3.6
2016,Virginia,Northwestern,Lord Fairfax,Winchester (city),"Haemophilus influenzae, invasive",27516,1,3.6
2016,Virginia,Northwestern,Lord Fairfax,Winchester (city),"Hepatitis B, chronic",27516,3,10.9
2016,Virginia,Northwestern,Lord Fairfax,Winchester (city),"Hepatitis C, acute",27516,1,3.6
2016,Virginia,Northwestern,Lord Fairfax,Winchester (city),"Hepatitis C, chronic",27516,135,490.6
2016,Virginia,Northwestern,Lord Fairfax,Winchester (city),Lyme disease,27516,9,32.7
2016,Virginia,Northwestern,Lord Fairfax,Winchester (city),Salmonellosis,27516,4,14.5
2016,Virginia,Northwestern,Lord Fairfax,Winchester (city),Shigellosis,27516,2,7.3
2016,Virginia,Northwestern,Lord Fairfax,Winchester (city),"Streptococcus, Group A, invasive",27516,1,3.6
2016,Virginia,Northwestern,Lord Fairfax,Winchester (city),Tuberculosis,27516,1,3.6
2016,Virginia,Northwestern,Lord Fairfax,Winchester (city),West Nile infection,27516,1,3.6
2016,Virginia,Northwestern,Rappahannock,Caroline,Anaplasma/Ehrlichiosis,30178,1,3.3
2016,Virginia,Northwestern,Rappahannock,Caroline,Campylobacteriosis,30178,7,23.2
2016,Virginia,Northwestern,Rappahannock,Caroline,"Haemophilus influenzae, invasive",30178,2,6.6
2016,Virginia,Northwestern,Rappahannock,Caroline,Hepatitis A,30178,1,3.3
2016,Virginia,Northwestern,Rappahannock,Caroline,"Hepatitis B, chronic",30178,2,6.6
2016,Virginia,Northwestern,Rappahannock,Caroline,"Hepatitis C, acute",30178,2,6.6
2016,Virginia,Northwestern,Rappahannock,Caroline,"Hepatitis C, chronic",30178,36,119.3
2016,Virginia,Northwestern,Rappahannock,Caroline,"Lead, elevated levels",30178,1,3.3
2016,Virginia,Northwestern,Rappahannock,Caroline,Lyme disease,30178,6,19.9
2016,Virginia,Northwestern,Rappahannock,Caroline,Salmonellosis,30178,7,23.2
2016,Virginia,Northwestern,Rappahannock,Caroline,Shigellosis,30178,3,9.9
