Year,County,Condition,"Rate per 100,000"
2017,Powhatan,Spotted Fever Rickettsiosis (including RMSF),14.0
2017,Powhatan,Varicella (Chickenpox),3.5
2017,Powhatan,West Nile infection,3.5
2017,Charles City,Campylobacteriosis,28.6
2017,Charles City,Giardiasis,14.3
2017,Charles City,"Hepatitis B, chronic",42.8
2017,Charles City,"Hepatitis C, chronic",85.7
2017,Charles City,Legionellosis,14.3
2017,Charles City,Lyme disease,14.3
2017,Charles City,Salmonellosis,42.8
2017,Charles City,Spotted Fever Rickettsiosis (including RMSF),14.3
2017,Goochland,Anaplasma/Ehrlichiosis,4.4
2017,Goochland,Campylobacteriosis,22.0
2017,Goochland,"Hepatitis B, chronic",4.4
2017,Goochland,"Hepatitis C, chronic",163.1
2017,Goochland,"Lead, elevated levels",8.8
2017,Goochland,Legionellosis,8.8
2017,Goochland,Lyme disease,13.2
2017,Goochland,Mumps,4.4
2017,Goochland,Salmonellosis,39.7
2017,Goochland,Spotted Fever Rickettsiosis (including RMSF),8.8
2017,Goochland,"Streptococcus, Group A, invasive",17.6
2017,Goochland,Yersiniosis,4.4
2017,Hanover,Anaplasma/Ehrlichiosis,0.9
2017,Hanover,Campylobacteriosis,20.8
2017,Hanover,"Escherichia coli infection, Shiga Toxin-Producing",1.9
2017,Hanover,Giardiasis,1.9
2017,Hanover,"Haemophilus influenzae, invasive",2.8
2017,Hanover,Hepatitis A,0.9
2017,Hanover,"Hepatitis B, chronic",8.5
2017,Hanover,"Hepatitis C, acute",0.9
2017,Hanover,"Hepatitis C, chronic",117.1
2017,Hanover,"Lead, elevated levels",4.7
2017,Hanover,Legionellosis,1.9
2017,Hanover,Listeriosis,0.9
2017,Hanover,Lyme disease,10.4
2017,Hanover,Malaria,0.9
2017,Hanover,Meningococcal disease,0.9
2017,Hanover,Pertussis,1.9
2017,Hanover,Salmonellosis,28.3
2017,Hanover,Spotted Fever Rickettsiosis (including RMSF),12.3
2017,Hanover,"Streptococcus, Group A, invasive",1.9
2017,Hanover,Tuberculosis,0.9
2017,Hanover,Varicella (Chickenpox),1.9
2017,Hanover,"Vibriosis, non-cholera",0.9
2017,Hanover,Yersiniosis,0.9
2017,New Kent,Anaplasma/Ehrlichiosis,4.6
2017,New Kent,Campylobacteriosis,46.1
2017,New Kent,Cryptosporidiosis,4.6
2017,New Kent,"Haemophilus influenzae, invasive",4.6
2017,New Kent,"Hepatitis B, chronic",4.6
2017,New Kent,"Hepatitis C, chronic",129.1
2017,New Kent,"Lead, elevated levels",13.8
2017,New Kent,Lyme disease,9.2
2017,New Kent,Malaria,4.6
2017,New Kent,Salmonellosis,27.7
2017,New Kent,Spotted Fever Rickettsiosis (including RMSF),4.6
2017,New Kent,"Vibriosis, non-cholera",9.2
2017,Dinwiddie,Campylobacteriosis,14.2
2017,Dinwiddie,Cryptosporidiosis,3.5
2017,Dinwiddie,"Escherichia coli infection, Shiga Toxin-Producing",10.6
2017,Dinwiddie,Giardiasis,7.1
2017,Dinwiddie,Hemolytic uremic syndrome,3.5
2017,Dinwiddie,"Hepatitis B, chronic",10.6
2017,Dinwiddie,"Hepatitis C, chronic",106.4
2017,Dinwiddie,"Lead, elevated levels",10.6
2017,Dinwiddie,Lyme disease,17.7
2017,Dinwiddie,Q fever,3.5
2017,Dinwiddie,Salmonellosis,39.0
2017,Dinwiddie,Spotted Fever Rickettsiosis (including RMSF),14.2
2017,Dinwiddie,"Streptococcus, Group A, invasive",3.5
2017,Emporia (city),Campylobacteriosis,37.9
2017,Emporia (city),"Haemophilus influenzae, invasive",18.9
2017,Emporia (city),"Hepatitis C, chronic",170.4
2017,Greensville,Campylobacteriosis,17.1
2017,Greensville,"Hepatitis B, chronic",34.2
2017,Greensville,"Hepatitis C, chronic",385.3
2017,Greensville,"Lead, elevated levels",17.1
2017,Greensville,Salmonellosis,8.6
2017,Greensville,Varicella (Chickenpox),8.6
2017,Hopewell (city),Amebiasis,4.4
2017,Hopewell (city),Campylobacteriosis,17.7
2017,Hopewell (city),"Escherichia coli infection, Shiga Toxin-Producing",4.4
2017,Hopewell (city),"Haemophilus influenzae, invasive",4.4
2017,Hopewell (city),"Hepatitis C, acute",4.4
2017,Hopewell (city),"Hepatitis C, chronic",154.7
2017,Hopewell (city),"Lead, elevated levels",13.3
2017,Hopewell (city),Pertussis,4.4
2017,Hopewell (city),Salmonellosis,4.4
2017,Hopewell (city),Shigellosis,4.4
2017,Hopewell (city),Spotted Fever Rickettsiosis (including RMSF),17.7
2017,Hopewell (city),"Streptococcus, Group A, invasive",4.4
2017,Hopewell (city),Varicella (Chickenpox),4.4
2017,Petersburg (city),Campylobacteriosis,3.1
2017,Petersburg (city),Cyclosporiosis,3.1
2017,Petersburg (city),"Hepatitis B, acute",3.1
2017,Petersburg (city),"Hepatitis B, chronic",31.5
2017,Petersburg (city),"Hepatitis C, chronic",261.4
2017,Petersburg (city),"Lead, elevated levels",18.9
2017,Petersburg (city),Salmonellosis,6.3
2017,Petersburg (city),Spotted Fever Rickettsiosis (including RMSF),6.3
2017,Petersburg (city),"Streptococcus, Group A, invasive",6.3
2017,Petersburg (city),Varicella (Chickenpox),6.3
2017,Petersburg (city),Yersiniosis,3.1
2017,Prince George,Campylobacteriosis,15.9
2017,Prince George,"Hepatitis B, chronic",15.9
2017,Prince George,"Hepatitis C, chronic",354.4
2017,Prince George,"Lead, elevated levels",7.9
2017,Prince George,Lyme disease,2.6
2017,Prince George,Mumps,2.6
2017,Prince George,Salmonellosis,7.9
2017,Prince George,Spotted Fever Rickettsiosis (including RMSF),7.9
2017,Prince George,Yersiniosis,2.6
2017,Surry,Anaplasma/Ehrlichiosis,15.3
2017,Surry,Campylobacteriosis,15.3
2017,Surry,Cyclosporiosis,15.3
2017,Surry,"Hepatitis C, chronic",214.1
2017,Surry,Lyme disease,15.3
2017,Surry,Salmonellosis,15.3
2017,Surry,Tuberculosis,15.3
2017,Sussex,Campylobacteriosis,17.6
2017,Sussex,"Hepatitis B, acute",8.8
2017,Sussex,"Hepatitis B, chronic",8.8
2017,Sussex,"Hepatitis C, chronic",360.5
2017,Sussex,"Lead, elevated levels",35.2
2017,Sussex,Lyme disease,26.4
2017,Sussex,Pertussis,8.8
2017,Sussex,Salmonellosis,8.8
2017,Sussex,Spotted Fever Rickettsiosis (including RMSF),8.8
2017,Sussex,Tuberculosis,8.8
2017,Henrico,Anaplasma/Ehrlichiosis,0.3
2017,Henrico,Campylobacteriosis,19.2
2017,Henrico,Cryptosporidiosis,0.6
2017,Henrico,"Escherichia coli infection, Shiga Toxin-Producing",1.5
2017,Henrico,Giardiasis,2.4
2017,Henrico,"Haemophilus influenzae, invasive",1.5
2017,Henrico,Hemolytic uremic syndrome,0.3
2017,Henrico,"Hepatitis B, acute",0.6
2017,Henrico,"Hepatitis B, chronic",23.2
2017,Henrico,"Hepatitis C, acute",0.9
2017,Henrico,"Hepatitis C, chronic",131.4
2017,Henrico,"Lead, elevated levels",40.9
2017,Henrico,Legionellosis,2.1
2017,Henrico,Lyme disease,3.7
2017,Henrico,Malaria,0.9
2017,Henrico,Mumps,1.2
2017,Henrico,Pertussis,6.1
2017,Henrico,Salmonellosis,12.2
2017,Henrico,Shigellosis,5.8
2017,Henrico,Spotted Fever Rickettsiosis (including RMSF),2.7
2017,Henrico,"Streptococcus, Group A, invasive",1.2
2017,Henrico,Tuberculosis,3.0
2017,Henrico,Varicella (Chickenpox),2.7
2017,Henrico,"Vibriosis, non-cholera",0.6
2017,Amelia,Campylobacteriosis,30.7
2017,Amelia,"Hepatitis B, chronic",7.7
2017,Amelia,"Hepatitis C, chronic",92.2
2017,Amelia,Lyme disease,15.4
2017,Amelia,Salmonellosis,30.7
2017,Amelia,"Streptococcus, Group A, invasive",15.4
2017,Buckingham,Anaplasma/Ehrlichiosis,5.9
2017,Buckingham,Campylobacteriosis,23.4
2017,Buckingham,Giardiasis,11.7
2017,Buckingham,"Hepatitis B, chronic",11.7
2017,Buckingham,"Hepatitis C, chronic",451.2
2017,Buckingham,"Lead, elevated levels",5.9
2017,Buckingham,Lyme disease,5.9
2017,Buckingham,Salmonellosis,35.2
2017,Buckingham,Spotted Fever Rickettsiosis (including RMSF),11.7
2017,Buckingham,"Streptococcus, Group A, invasive",5.9
2017,Charlotte,Campylobacteriosis,33.0
2017,Charlotte,"Hepatitis C, chronic",99.0
2017,Charlotte,"Lead, elevated levels",16.5
2017,Charlotte,Lyme disease,8.3
2017,Charlotte,Salmonellosis,24.8
2017,Charlotte,Spotted Fever Rickettsiosis (including RMSF),8.3
2017,Charlotte,Varicella (Chickenpox),8.3
2017,Cumberland,Anaplasma/Ehrlichiosis,10.2
2017,Cumberland,Campylobacteriosis,30.6
2017,Cumberland,"Hepatitis B, chronic",10.2
2017,Cumberland,"Hepatitis C, chronic",101.9
2017,Cumberland,"Lead, elevated levels",10.2
2017,Cumberland,Salmonellosis,10.2
2017,Cumberland,Shigellosis,10.2
2017,Cumberland,Yersiniosis,10.2
2017,Lunenburg,Anaplasma/Ehrlichiosis,8.2
2017,Lunenburg,Campylobacteriosis,24.5
2017,Lunenburg,"Haemophilus influenzae, invasive",16.3
2017,Lunenburg,"Hepatitis B, chronic",16.3
2017,Lunenburg,"Hepatitis C, chronic",269.7
2017,Lunenburg,"Lead, elevated levels",24.5
2017,Lunenburg,Salmonellosis,24.5
2017,Lunenburg,Tuberculosis,8.2
2017,Lunenburg,Varicella (Chickenpox),8.2
2017,Nottoway,Campylobacteriosis,13.0
2017,Nottoway,Giardiasis,6.5
2017,Nottoway,"Haemophilus influenzae, invasive",6.5
2017,Nottoway,"Hepatitis B, chronic",19.4
2017,Nottoway,"Hepatitis C, chronic",330.4
2017,Nottoway,"Lead, elevated levels",6.5
2017,Nottoway,Legionellosis,19.4
2017,Nottoway,Salmonellosis,51.8
2017,Nottoway,Spotted Fever Rickettsiosis (including RMSF),25.9
2017,Nottoway,Varicella (Chickenpox),6.5
2017,Prince Edward,Anaplasma/Ehrlichiosis,8.8
2017,Prince Edward,Campylobacteriosis,17.6
2017,Prince Edward,Cryptosporidiosis,4.4
2017,Prince Edward,"Hepatitis B, chronic",4.4
2017,Prince Edward,"Hepatitis C, chronic",105.7
2017,Prince Edward,"Lead, elevated levels",17.6
2017,Prince Edward,Lyme disease,4.4
2017,Prince Edward,Pertussis,4.4
2017,Prince Edward,Salmonellosis,39.6
2017,Prince Edward,Shigellosis,4.4
2017,Prince Edward,Spotted Fever Rickettsiosis (including RMSF),13.2
2017,Richmond (city),Amebiasis,0.4
2017,Richmond (city),Anaplasma/Ehrlichiosis,2.2
2017,Richmond (city),Campylobacteriosis,15.9
2017,Richmond (city),Cryptosporidiosis,0.9
2017,Richmond (city),Giardiasis,3.1
2017,Richmond (city),"Haemophilus influenzae, invasive",1.3
2017,Richmond (city),Hepatitis A,0.4
2017,Richmond (city),"Hepatitis B, acute",0.4
2017,Richmond (city),"Hepatitis B, chronic",17.2
2017,Richmond (city),"Hepatitis C, acute",1.3
2017,Richmond (city),"Hepatitis C, chronic",323.3
2017,Richmond (city),"Lead, elevated levels",27.3
2017,Richmond (city),Legionellosis,3.5
2017,Richmond (city),Lyme disease,8.4
2017,Richmond (city),Malaria,0.9
2017,Richmond (city),Mumps,1.3
2017,Richmond (city),Pertussis,1.8
2017,Richmond (city),Salmonellosis,8.4
2017,Richmond (city),Shigellosis,7.5
2017,Richmond (city),Spotted Fever Rickettsiosis (including RMSF),2.2
2017,Richmond (city),"Streptococcus, Group A, invasive",5.7
2017,Richmond (city),Tuberculosis,0.4
2017,Richmond (city),Varicella (Chickenpox),2.6
2017,Richmond (city),"Vibriosis, non-cholera",0.4
2017,Richmond (city),West Nile infection,0.4
2017,Richmond (city),Yersiniosis,0.4
2017,Brunswick,"Haemophilus influenzae, invasive",6.2
2017,Brunswick,"Hepatitis B, chronic",43.1
2017,Brunswick,"Hepatitis C, chronic",547.9
2017,Brunswick,"Lead, elevated levels",12.3
2017,Brunswick,Legionellosis,6.2
2017,Brunswick,Pertussis,6.2
2017,Brunswick,Salmonellosis,24.6
2017,Brunswick,Spotted Fever Rickettsiosis (including RMSF),6.2
2017,Halifax,Campylobacteriosis,8.7
2017,Halifax,"Haemophilus influenzae, invasive",2.9
2017,Halifax,"Hepatitis B, chronic",11.6
2017,Halifax,"Hepatitis C, acute",2.9
2017,Halifax,"Hepatitis C, chronic",133.1
2017,Halifax,"Lead, elevated levels",26.0
2017,Halifax,Listeriosis,2.9
2017,Halifax,Salmonellosis,20.3
2017,Halifax,Shigellosis,2.9
2017,Halifax,Spotted Fever Rickettsiosis (including RMSF),14.5
2017,Mecklenburg,Campylobacteriosis,6.5
2017,Mecklenburg,"Escherichia coli infection, Shiga Toxin-Producing",3.3
2017,Mecklenburg,"Hepatitis B, chronic",9.8
2017,Mecklenburg,"Hepatitis C, chronic",120.6
2017,Mecklenburg,"Lead, elevated levels",16.3
2017,Mecklenburg,Salmonellosis,9.8
2017,Mecklenburg,Spotted Fever Rickettsiosis (including RMSF),3.3
2017,Chesapeake (city),Anaplasma/Ehrlichiosis,1.2
2017,Chesapeake (city),Brucellosis,0.4
2017,Chesapeake (city),Campylobacteriosis,10.4
2017,Chesapeake (city),Cryptosporidiosis,4.2
2017,Chesapeake (city),Cyclosporiosis,1.2
2017,Chesapeake (city),Dengue,0.4
2017,Chesapeake (city),"Escherichia coli infection, Shiga Toxin-Producing",1.2
2017,Chesapeake (city),Giardiasis,1.2
2017,Chesapeake (city),"Haemophilus influenzae, invasive",0.8
2017,Chesapeake (city),"Hepatitis B, acute",0.4
2017,Chesapeake (city),"Hepatitis B, chronic",13.7
2017,Chesapeake (city),"Hepatitis C, chronic",145.6
2017,Chesapeake (city),"Lead, elevated levels",0.4
2017,Chesapeake (city),Legionellosis,2.5
2017,Chesapeake (city),Listeriosis,0.4
2017,Chesapeake (city),Lyme disease,1.7
2017,Chesapeake (city),Pertussis,4.2
2017,Chesapeake (city),Salmonellosis,15.8
2017,Chesapeake (city),Shigellosis,1.7
2017,Chesapeake (city),Spotted Fever Rickettsiosis (including RMSF),1.2
2017,Chesapeake (city),"Streptococcus, Group A, invasive",0.8
2017,Chesapeake (city),"Toxic-shock syndrome, streptococcal",0.4
2017,Chesapeake (city),Tuberculosis,1.2
2017,Chesapeake (city),Varicella (Chickenpox),2.1
2017,Chesapeake (city),"Vibriosis, non-cholera",1.2
2017,Chesapeake (city),Yersiniosis,1.7
2017,Accomack,Anaplasma/Ehrlichiosis,9.2
2017,Accomack,Campylobacteriosis,64.5
2017,Accomack,Cryptosporidiosis,3.1
2017,Accomack,"Hepatitis B, chronic",21.5
2017,Accomack,"Hepatitis C, chronic",107.5
2017,Accomack,"Lead, elevated levels",67.6
2017,Accomack,Lyme disease,21.5
2017,Accomack,Salmonellosis,98.3
2017,Accomack,Shigellosis,3.1
2017,Accomack,Spotted Fever Rickettsiosis (including RMSF),6.1
2017,Accomack,"Streptococcus, Group A, invasive",6.1
2017,Accomack,Tuberculosis,6.1
2017,Accomack,"Vibriosis, non-cholera",3.1
2017,Accomack,Yersiniosis,3.1
2017,Northampton,Campylobacteriosis,109.7
2017,Northampton,Cryptosporidiosis,8.4
2017,Northampton,"Hepatitis C, chronic",118.2
2017,Northampton,"Lead, elevated levels",33.8
2017,Northampton,Legionellosis,16.9
2017,Northampton,Listeriosis,8.4
2017,Northampton,Lyme disease,8.4
2017,Northampton,Salmonellosis,42.2
2017,Northampton,Shigellosis,8.4
2017,Northampton,Spotted Fever Rickettsiosis (including RMSF),8.4
2017,Northampton,"Streptococcus, Group A, invasive",8.4
2017,Hampton (city),Amebiasis,0.7
2017,Hampton (city),Campylobacteriosis,3.7
2017,Hampton (city),Cryptosporidiosis,3.0
2017,Hampton (city),Giardiasis,1.5
2017,Hampton (city),"Haemophilus influenzae, invasive",3.7
2017,Hampton (city),"Hepatitis B, chronic",25.2
2017,Hampton (city),"Hepatitis C, chronic",184.9
2017,Hampton (city),"Lead, elevated levels",2.2
2017,Hampton (city),Legionellosis,6.7
2017,Hampton (city),Lyme disease,1.5
2017,Hampton (city),Salmonellosis,5.9
2017,Hampton (city),Shigellosis,0.7
2017,Hampton (city),"Streptococcus, Group A, invasive",3.0
2017,Hampton (city),Tuberculosis,3.7
2017,Hampton (city),Tularemia,0.7
2017,Norfolk (city),Amebiasis,0.4
2017,Norfolk (city),Anaplasma/Ehrlichiosis,0.4
2017,Norfolk (city),Campylobacteriosis,6.9
2017,Norfolk (city),Cryptosporidiosis,1.6
2017,Norfolk (city),"Escherichia coli infection, Shiga Toxin-Producing",0.4
2017,Norfolk (city),Giardiasis,2.5
2017,Norfolk (city),"Haemophilus influenzae, invasive",1.6
2017,Norfolk (city),Hepatitis A,0.4
2017,Norfolk (city),"Hepatitis B, acute",0.8
2017,Norfolk (city),"Hepatitis B, chronic",20.4
2017,Norfolk (city),"Hepatitis C, acute",0.8
2017,Norfolk (city),"Hepatitis C, chronic",201.1
2017,Norfolk (city),"Lead, elevated levels",7.4
2017,Norfolk (city),Legionellosis,4.1
2017,Norfolk (city),Lyme disease,1.6
2017,Norfolk (city),Malaria,1.2
2017,Norfolk (city),Pertussis,0.8
2017,Norfolk (city),Salmonellosis,12.7
2017,Norfolk (city),Shigellosis,1.2
2017,Norfolk (city),Spotted Fever Rickettsiosis (including RMSF),0.8
2017,Norfolk (city),"Streptococcus, Group A, invasive",2.0
2017,Norfolk (city),"Toxic-shock syndrome, streptococcal",1.2
2017,Norfolk (city),Tuberculosis,0.8
2017,Norfolk (city),Varicella (Chickenpox),1.2
2017,Norfolk (city),"Vibriosis, non-cholera",1.6
2017,Norfolk (city),Yersiniosis,0.8
2017,James City,Anaplasma/Ehrlichiosis,2.6
2017,James City,Campylobacteriosis,14.6
2017,James City,Cryptosporidiosis,2.6
2017,James City,Cyclosporiosis,1.3
2017,James City,Giardiasis,2.6
2017,James City,"Haemophilus influenzae, invasive",1.3
2017,James City,"Hepatitis B, chronic",5.3
2017,James City,"Hepatitis C, chronic",66.2
2017,James City,"Lead, elevated levels",2.6
2017,James City,Legionellosis,4.0
2017,James City,Pertussis,2.6
2017,James City,Salmonellosis,6.6
2017,James City,Shigellosis,2.6
2017,James City,Spotted Fever Rickettsiosis (including RMSF),13.2
2017,James City,"Streptococcus, Group A, invasive",1.3
2017,James City,Varicella (Chickenpox),2.6
2017,James City,"Vibriosis, non-cholera",2.6
2017,James City,Yersiniosis,1.3
2017,Newport News (city),Amebiasis,1.1
2017,Newport News (city),Campylobacteriosis,3.3
2017,Newport News (city),Chikungunya,0.6
2017,Newport News (city),Cryptosporidiosis,9.5
2017,Newport News (city),Giardiasis,2.2
2017,Newport News (city),"Haemophilus influenzae, invasive",2.2
2017,Newport News (city),"Hepatitis B, acute",0.6
2017,Newport News (city),"Hepatitis B, chronic",21.2
2017,Newport News (city),"Hepatitis C, chronic",143.8
2017,Newport News (city),"Lead, elevated levels",35.1
2017,Newport News (city),Legionellosis,0.6
2017,Newport News (city),Lyme disease,3.9
2017,Newport News (city),Malaria,0.6
2017,Newport News (city),Mumps,0.6
2017,Newport News (city),Pertussis,2.8
2017,Newport News (city),Salmonellosis,16.7
2017,Newport News (city),Shigellosis,2.8
2017,Newport News (city),Spotted Fever Rickettsiosis (including RMSF),0.6
2017,Newport News (city),"Streptococcus, Group A, invasive",1.7
2017,Newport News (city),Tuberculosis,2.8
2017,Newport News (city),Varicella (Chickenpox),2.2
2017,Newport News (city),"Vibriosis, non-cholera",1.7
2017,Newport News (city),Yersiniosis,1.1
2017,Poquoson (city),Campylobacteriosis,16.6
2017,Poquoson (city),Cryptosporidiosis,8.3
2017,Poquoson (city),Hepatitis A,8.3
2017,Poquoson (city),"Hepatitis C, chronic",74.7
2017,Poquoson (city),Salmonellosis,8.3
2017,Poquoson (city),Spotted Fever Rickettsiosis (including RMSF),8.3
2017,Williamsburg (city),Campylobacteriosis,39.9
2017,Williamsburg (city),Cryptosporidiosis,6.7
2017,Williamsburg (city),Cyclosporiosis,6.7
2017,Williamsburg (city),"Haemophilus influenzae, invasive",6.7
2017,Williamsburg (city),"Hepatitis B, chronic",79.8
2017,Williamsburg (city),"Hepatitis C, chronic",326.0
2017,Williamsburg (city),"Lead, elevated levels",6.7
2017,Williamsburg (city),Legionellosis,6.7
2017,Williamsburg (city),Salmonellosis,66.5
2017,Williamsburg (city),"Streptococcus, Group A, invasive",6.7
2017,Williamsburg (city),Tuberculosis,20.0
2017,Williamsburg (city),Varicella (Chickenpox),6.7
2017,Williamsburg (city),Yersiniosis,13.3
2017,York,Anaplasma/Ehrlichiosis,3.0
2017,York,Campylobacteriosis,8.9
2017,York,Cryptosporidiosis,5.9
2017,York,Cyclosporiosis,1.5
2017,York,"Escherichia coli infection, Shiga Toxin-Producing",1.5
2017,York,Giardiasis,3.0
2017,York,Hepatitis A,1.5
2017,York,"Hepatitis B, acute",1.5
2017,York,"Hepatitis B, chronic",28.0
2017,York,"Hepatitis C, chronic",42.8
2017,York,"Lead, elevated levels",1.5
2017,York,Legionellosis,1.5
2017,York,Listeriosis,1.5
2017,York,Lyme disease,4.4
2017,York,Malaria,1.5
2017,York,Pertussis,1.5
2017,York,Salmonellosis,22.1
2017,York,"Streptococcus, Group A, invasive",4.4
2017,York,Varicella (Chickenpox),1.5
2017,York,"Vibriosis, non-cholera",1.5
2017,Portsmouth (city),Campylobacteriosis,8.5
2017,Portsmouth (city),Cryptosporidiosis,1.1
2017,Portsmouth (city),"Escherichia coli infection, Shiga Toxin-Producing",1.1
2017,Portsmouth (city),Giardiasis,1.1
2017,Portsmouth (city),"Haemophilus influenzae, invasive",3.2
2017,Portsmouth (city),"Hepatitis B, acute",1.1
2017,Portsmouth (city),"Hepatitis B, chronic",23.3
2017,Portsmouth (city),"Hepatitis C, chronic",274.9
2017,Portsmouth (city),"Lead, elevated levels",14.8
2017,Portsmouth (city),Legionellosis,4.2
2017,Portsmouth (city),Pertussis,1.1
2017,Portsmouth (city),Salmonellosis,9.5
2017,Portsmouth (city),Shigellosis,4.2
2017,Portsmouth (city),Spotted Fever Rickettsiosis (including RMSF),1.1
2017,Portsmouth (city),"Streptococcus, Group A, invasive",9.5
2017,Portsmouth (city),Varicella (Chickenpox),3.2
2017,Portsmouth (city),"Vibriosis, non-cholera",2.1
2017,Essex,Campylobacteriosis,9.1
2017,Essex,Cryptosporidiosis,18.1
2017,Essex,"Hepatitis C, chronic",81.6
2017,Essex,"Lead, elevated levels",9.1
2017,Essex,Salmonellosis,18.1
2017,Essex,"Vibriosis, non-cholera",18.1
2017,Gloucester,Campylobacteriosis,13.4
2017,Gloucester,Cryptosporidiosis,10.7
2017,Gloucester,Cyclosporiosis,2.7
2017,Gloucester,Giardiasis,2.7
2017,Gloucester,"Hepatitis B, chronic",10.7
2017,Gloucester,"Hepatitis C, chronic",163.6
2017,Gloucester,"Lead, elevated levels",2.7
2017,Gloucester,Legionellosis,2.7
2017,Gloucester,Lyme disease,8.0
2017,Gloucester,Pertussis,2.7
2017,Gloucester,Salmonellosis,26.8
2017,Gloucester,Spotted Fever Rickettsiosis (including RMSF),2.7
2017,Gloucester,"Vibriosis, non-cholera",5.4
2017,King and Queen,Campylobacteriosis,28.6
2017,King and Queen,"Haemophilus influenzae, invasive",14.3
2017,King and Queen,"Hepatitis C, chronic",114.2
2017,King and Queen,"Lead, elevated levels",14.3
2017,King and Queen,Lyme disease,28.6
2017,King and Queen,Salmonellosis,28.6
2017,King William,Campylobacteriosis,18.0
2017,King William,"Hepatitis B, chronic",6.0
2017,King William,"Hepatitis C, chronic",95.8
2017,King William,"Lead, elevated levels",6.0
2017,King William,Lyme disease,6.0
2017,King William,Salmonellosis,29.9
2017,King William,Shigellosis,6.0
2017,King William,Varicella (Chickenpox),6.0
2017,King William,Yersiniosis,6.0
2017,Lancaster,Campylobacteriosis,18.5
2017,Lancaster,Giardiasis,9.3
2017,Lancaster,"Hepatitis C, chronic",213.2
2017,Lancaster,"Lead, elevated levels",9.3
2017,Lancaster,Legionellosis,18.5
2017,Lancaster,Lyme disease,9.3
2017,Lancaster,Salmonellosis,18.5
2017,Lancaster,"Streptococcus, Group A, invasive",9.3
2017,Mathews,Cryptosporidiosis,11.4
2017,Mathews,"Haemophilus influenzae, invasive",11.4
2017,Mathews,"Hepatitis C, chronic",91.1
2017,Mathews,"Lead, elevated levels",68.3
2017,Mathews,Lyme disease,22.8
2017,Mathews,Salmonellosis,22.8
2017,Middlesex,Campylobacteriosis,9.4
2017,Middlesex,Cryptosporidiosis,9.4
2017,Middlesex,"Haemophilus influenzae, invasive",9.4
2017,Middlesex,"Hepatitis B, chronic",9.4
2017,Middlesex,"Hepatitis C, chronic",140.5
2017,Middlesex,"Lead, elevated levels",28.1
2017,Middlesex,Lyme disease,56.2
2017,Middlesex,Salmonellosis,18.7
2017,Northumberland,Campylobacteriosis,48.9
2017,Northumberland,"Hepatitis B, chronic",8.1
2017,Northumberland,"Hepatitis C, chronic",65.2
2017,Northumberland,"Lead, elevated levels",8.1
2017,Northumberland,Lyme disease,16.3
2017,Northumberland,Pertussis,16.3
2017,Northumberland,Salmonellosis,16.3
2017,Richmond,Campylobacteriosis,22.4
2017,Richmond,Cryptosporidiosis,11.2
2017,Richmond,"Haemophilus influenzae, invasive",11.2
2017,Richmond,"Hepatitis B, chronic",33.6
2017,Richmond,"Hepatitis C, chronic",458.7
2017,Richmond,Legionellosis,11.2
2017,Richmond,Pertussis,11.2
2017,Richmond,Salmonellosis,22.4
2017,Richmond,"Vibriosis, non-cholera",11.2
2017,Westmoreland,Campylobacteriosis,22.5
2017,Westmoreland,Cryptosporidiosis,5.6
2017,Westmoreland,Giardiasis,5.6
2017,Westmoreland,"Haemophilus influenzae, invasive",5.6
2017,Westmoreland,"Hepatitis B, chronic",16.9
2017,Westmoreland,"Hepatitis C, chronic",135.0
2017,Westmoreland,"Lead, elevated levels",22.5
2017,Westmoreland,Lyme disease,11.2
2017,Westmoreland,Salmonellosis,5.6
2017,Westmoreland,"Streptococcus, Group A, invasive",11.2
2017,Westmoreland,"Vibriosis, non-cholera",5.6
2017,Virginia Beach (city),Amebiasis,0.2
2017,Virginia Beach (city),Anaplasma/Ehrlichiosis,0.2
2017,Virginia Beach (city),Campylobacteriosis,10.4
2017,Virginia Beach (city),Cryptosporidiosis,1.8
2017,Virginia Beach (city),Cyclosporiosis,0.4
2017,Virginia Beach (city),"Escherichia coli infection, Shiga Toxin-Producing",4.0
2017,Virginia Beach (city),Giardiasis,2.2
2017,Virginia Beach (city),"Haemophilus influenzae, invasive",1.6
2017,Virginia Beach (city),Hepatitis A,0.2
2017,Virginia Beach (city),"Hepatitis B, acute",0.2
2017,Virginia Beach (city),"Hepatitis B, chronic",24.0
2017,Virginia Beach (city),"Hepatitis C, acute",0.7
2017,Virginia Beach (city),"Hepatitis C, chronic",116.8
2017,Virginia Beach (city),"Lead, elevated levels",1.8
2017,Virginia Beach (city),Legionellosis,3.3
2017,Virginia Beach (city),Lyme disease,3.1
2017,Virginia Beach (city),Malaria,0.9
2017,Virginia Beach (city),Pertussis,0.7
2017,Virginia Beach (city),Salmonellosis,11.5
2017,Virginia Beach (city),Shigellosis,2.9
2017,Virginia Beach (city),Spotted Fever Rickettsiosis (including RMSF),1.3
2017,Virginia Beach (city),"Streptococcus, Group A, invasive",2.9
2017,Virginia Beach (city),"Toxic-shock syndrome, streptococcal",0.2
2017,Virginia Beach (city),Tuberculosis,1.6
2017,Virginia Beach (city),Varicella (Chickenpox),3.1
2017,Virginia Beach (city),"Vibriosis, non-cholera",1.3
2017,Virginia Beach (city),Yersiniosis,0.9
2017,Franklin (city),"Hepatitis B, chronic",24.5
2017,Franklin (city),"Hepatitis C, chronic",195.7
